Rainfall - (MM), Year, Statistics, Country, ISO3
207.912, 2001, Sep Average, Japan, JPN
186.857, 2001, Oct Average, Japan, JPN
81.531, 2001, Nov Average, Japan, JPN
67.1886, 2001, Dec Average, Japan, JPN
120.41, 2002, Jan Average, Japan, JPN
38.5169, 2002, Feb Average, Japan, JPN
98.1672, 2002, Mar Average, Japan, JPN
88.1308, 2002, Apr Average, Japan, JPN
137.375, 2002, May Average, Japan, JPN
148.938, 2002, Jun Average, Japan, JPN
267.994, 2002, Jul Average, Japan, JPN
169.042, 2002, Aug Average, Japan, JPN
132.369, 2002, Sep Average, Japan, JPN
156.497, 2002, Oct Average, Japan, JPN
104.161, 2002, Nov Average, Japan, JPN
89.6833, 2002, Dec Average, Japan, JPN
97.5212, 2003, Jan Average, Japan, JPN
48.902, 2003, Feb Average, Japan, JPN
107.216, 2003, Mar Average, Japan, JPN
140.087, 2003, Apr Average, Japan, JPN
134.633, 2003, May Average, Japan, JPN
174.246, 2003, Jun Average, Japan, JPN
253.245, 2003, Jul Average, Japan, JPN
291.622, 2003, Aug Average, Japan, JPN
140.755, 2003, Sep Average, Japan, JPN
102.038, 2003, Oct Average, Japan, JPN
154.757, 2003, Nov Average, Japan, JPN
64.6947, 2003, Dec Average, Japan, JPN
54.4053, 2004, Jan Average, Japan, JPN
67.5119, 2004, Feb Average, Japan, JPN
78.4578, 2004, Mar Average, Japan, JPN
97.7783, 2004, Apr Average, Japan, JPN
221.549, 2004, May Average, Japan, JPN
158.567, 2004, Jun Average, Japan, JPN
119.352, 2004, Jul Average, Japan, JPN
199.367, 2004, Aug Average, Japan, JPN
240.789, 2004, Sep Average, Japan, JPN
212.583, 2004, Oct Average, Japan, JPN
97.645, 2004, Nov Average, Japan, JPN
128.472, 2004, Dec Average, Japan, JPN
77.5203, 2005, Jan Average, Japan, JPN
82.0538, 2005, Feb Average, Japan, JPN
97.8419, 2005, Mar Average, Japan, JPN
67.0028, 2005, Apr Average, Japan, JPN
100.022, 2005, May Average, Japan, JPN
112.078, 2005, Jun Average, Japan, JPN
265.748, 2005, Jul Average, Japan, JPN
171.395, 2005, Aug Average, Japan, JPN
149.218, 2005, Sep Average, Japan, JPN
113.213, 2005, Oct Average, Japan, JPN
87.2313, 2005, Nov Average, Japan, JPN
66.7033, 2005, Dec Average, Japan, JPN
65.4496, 2006, Jan Average, Japan, JPN
101.409, 2006, Feb Average, Japan, JPN
100.674, 2006, Mar Average, Japan, JPN
136.92, 2006, Apr Average, Japan, JPN
164.899, 2006, May Average, Japan, JPN
190.781, 2006, Jun Average, Japan, JPN
338.839, 2006, Jul Average, Japan, JPN
147.306, 2006, Aug Average, Japan, JPN
151.142, 2006, Sep Average, Japan, JPN
151.652, 2006, Oct Average, Japan, JPN
129.13, 2006, Nov Average, Japan, JPN
118.359, 2006, Dec Average, Japan, JPN
63.7022, 2007, Jan Average, Japan, JPN
59.7387, 2007, Feb Average, Japan, JPN
76.3396, 2007, Mar Average, Japan, JPN
76.6654, 2007, Apr Average, Japan, JPN
133.168, 2007, May Average, Japan, JPN
146.308, 2007, Jun Average, Japan, JPN
316.982, 2007, Jul Average, Japan, JPN
142.417, 2007, Aug Average, Japan, JPN
192.165, 2007, Sep Average, Japan, JPN
108.301, 2007, Oct Average, Japan, JPN
52.1809, 2007, Nov Average, Japan, JPN
94.3828, 2007, Dec Average, Japan, JPN
60.1365, 2008, Jan Average, Japan, JPN
57.7638, 2008, Feb Average, Japan, JPN
87.2282, 2008, Mar Average, Japan, JPN
118.766, 2008, Apr Average, Japan, JPN
169.606, 2008, May Average, Japan, JPN
211.14, 2008, Jun Average, Japan, JPN
97.3784, 2008, Jul Average, Japan, JPN
237.19, 2008, Aug Average, Japan, JPN
157.404, 2008, Sep Average, Japan, JPN
113.621, 2008, Oct Average, Japan, JPN
93.9348, 2008, Nov Average, Japan, JPN
81.5074, 2008, Dec Average, Japan, JPN
107.416, 2009, Jan Average, Japan, JPN
92.6271, 2009, Feb Average, Japan, JPN
103.434, 2009, Mar Average, Japan, JPN
113.575, 2009, Apr Average, Japan, JPN
95.094, 2009, May Average, Japan, JPN
188.031, 2009, Jun Average, Japan, JPN
310.898, 2009, Jul Average, Japan, JPN
159.518, 2009, Aug Average, Japan, JPN
76.9042, 2009, Sep Average, Japan, JPN
158.478, 2009, Oct Average, Japan, JPN
146.451, 2009, Nov Average, Japan, JPN
89.4686, 2009, Dec Average, Japan, JPN
52.6746, 2010, Jan Average, Japan, JPN
99.6312, 2010, Feb Average, Japan, JPN
146.778, 2010, Mar Average, Japan, JPN
172.423, 2010, Apr Average, Japan, JPN
158.747, 2010, May Average, Japan, JPN
228.558, 2010, Jun Average, Japan, JPN
241.428, 2010, Jul Average, Japan, JPN
113.261, 2010, Aug Average, Japan, JPN
185.559, 2010, Sep Average, Japan, JPN
152.744, 2010, Oct Average, Japan, JPN
87.252, 2010, Nov Average, Japan, JPN
119.141, 2010, Dec Average, Japan, JPN
40.0294, 2011, Jan Average, Japan, JPN
77.8164, 2011, Feb Average, Japan, JPN
54.9459, 2011, Mar Average, Japan, JPN
94.4972, 2011, Apr Average, Japan, JPN
222.471, 2011, May Average, Japan, JPN
236.163, 2011, Jun Average, Japan, JPN
193.029, 2011, Jul Average, Japan, JPN
176.422, 2011, Aug Average, Japan, JPN
335.667, 2011, Sep Average, Japan, JPN
131.357, 2011, Oct Average, Japan, JPN
100.434, 2011, Nov Average, Japan, JPN
78.6231, 2011, Dec Average, Japan, JPN
53.6177, 2012, Jan Average, Japan, JPN
96.4644, 2012, Feb Average, Japan, JPN
127.768, 2012, Mar Average, Japan, JPN
117.07, 2012, Apr Average, Japan, JPN
120.189, 2012, May Average, Japan, JPN
232.939, 2012, Jun Average, Japan, JPN
232.982, 2012, Jul Average, Japan, JPN
144.013, 2012, Aug Average, Japan, JPN
202.781, 2012, Sep Average, Japan, JPN
125.149, 2012, Oct Average, Japan, JPN
142.97, 2012, Nov Average, Japan, JPN
110.19, 2012, Dec Average, Japan, JPN
67.1309, 2013, Jan Average, Japan, JPN
74.917, 2013, Feb Average, Japan, JPN
65.349, 2013, Mar Average, Japan, JPN
147.315, 2013, Apr Average, Japan, JPN
75.5176, 2013, May Average, Japan, JPN
191.602, 2013, Jun Average, Japan, JPN
170.404, 2013, Jul Average, Japan, JPN
209.122, 2013, Aug Average, Japan, JPN
252.376, 2013, Sep Average, Japan, JPN
245.443, 2013, Oct Average, Japan, JPN
109.663, 2013, Nov Average, Japan, JPN
92.822, 2013, Dec Average, Japan, JPN
64.6873, 2014, Jan Average, Japan, JPN
93.3489, 2014, Feb Average, Japan, JPN
126.989, 2014, Mar Average, Japan, JPN
79.651, 2014, Apr Average, Japan, JPN
118.189, 2014, May Average, Japan, JPN
193.014, 2014, Jun Average, Japan, JPN
192.571, 2014, Jul Average, Japan, JPN
317.804, 2014, Aug Average, Japan, JPN
125.185, 2014, Sep Average, Japan, JPN
193.458, 2014, Oct Average, Japan, JPN
88.7307, 2014, Nov Average, Japan, JPN
116.303, 2014, Dec Average, Japan, JPN
95.329, 2015, Jan Average, Japan, JPN
53.7519, 2015, Feb Average, Japan, JPN
122.18, 2015, Mar Average, Japan, JPN
141.949, 2015, Apr Average, Japan, JPN
93.5506, 2015, May Average, Japan, JPN
206.605, 2015, Jun Average, Japan, JPN
252.408, 2015, Jul Average, Japan, JPN
213.841, 2015, Aug Average, Japan, JPN
241.598, 2015, Sep Average, Japan, JPN
82.1031, 2015, Oct Average, Japan, JPN
153.863, 2015, Nov Average, Japan, JPN
100.822, 2015, Dec Average, Japan, JPN
96.0491, 2016, Jan Average, Japan, JPN
80.8023, 2016, Feb Average, Japan, JPN
75.516, 2016, Mar Average, Japan, JPN
149.907, 2016, Apr Average, Japan, JPN
125.915, 2016, May Average, Japan, JPN
282.317, 2016, Jun Average, Japan, JPN
180.025, 2016, Jul Average, Japan, JPN
229.448, 2016, Aug Average, Japan, JPN
270.877, 2016, Sep Average, Japan, JPN
114.16, 2016, Oct Average, Japan, JPN
95.4098, 2016, Nov Average, Japan, JPN
113.976, 2016, Dec Average, Japan, JPN
