Rainfall - (MM), Year, Statistics, Country, ISO3
9.76236, 2000, Nov Average, Laos, LAO
9.36999, 2000, Dec Average, Laos, LAO
8.86796, 2001, Jan Average, Laos, LAO
11.6633, 2001, Feb Average, Laos, LAO
98.7377, 2001, Mar Average, Laos, LAO
39.9369, 2001, Apr Average, Laos, LAO
240.297, 2001, May Average, Laos, LAO
298.411, 2001, Jun Average, Laos, LAO
283.324, 2001, Jul Average, Laos, LAO
419.136, 2001, Aug Average, Laos, LAO
257.545, 2001, Sep Average, Laos, LAO
207.166, 2001, Oct Average, Laos, LAO
167.398, 2001, Nov Average, Laos, LAO
15.9006, 2001, Dec Average, Laos, LAO
12.5012, 2002, Jan Average, Laos, LAO
12.6614, 2002, Feb Average, Laos, LAO
62.5221, 2002, Mar Average, Laos, LAO
61.0446, 2002, Apr Average, Laos, LAO
282.146, 2002, May Average, Laos, LAO
269.237, 2002, Jun Average, Laos, LAO
343.139, 2002, Jul Average, Laos, LAO
413.201, 2002, Aug Average, Laos, LAO
301.078, 2002, Sep Average, Laos, LAO
137.613, 2002, Oct Average, Laos, LAO
86.3032, 2002, Nov Average, Laos, LAO
149.142, 2002, Dec Average, Laos, LAO
19.9667, 2003, Jan Average, Laos, LAO
46.5636, 2003, Feb Average, Laos, LAO
79.5212, 2003, Mar Average, Laos, LAO
63.138, 2003, Apr Average, Laos, LAO
147.715, 2003, May Average, Laos, LAO
237.521, 2003, Jun Average, Laos, LAO
210.617, 2003, Jul Average, Laos, LAO
332.696, 2003, Aug Average, Laos, LAO
332.242, 2003, Sep Average, Laos, LAO
55.396, 2003, Oct Average, Laos, LAO
2.07004, 2003, Nov Average, Laos, LAO
1.35339, 2003, Dec Average, Laos, LAO
51.6899, 2004, Jan Average, Laos, LAO
50.2917, 2004, Feb Average, Laos, LAO
24.1984, 2004, Mar Average, Laos, LAO
111.878, 2004, Apr Average, Laos, LAO
226.183, 2004, May Average, Laos, LAO
251.552, 2004, Jun Average, Laos, LAO
355.866, 2004, Jul Average, Laos, LAO
309.724, 2004, Aug Average, Laos, LAO
229.311, 2004, Sep Average, Laos, LAO
40.0113, 2004, Oct Average, Laos, LAO
28.7058, 2004, Nov Average, Laos, LAO
0.67191, 2004, Dec Average, Laos, LAO
3.13362, 2005, Jan Average, Laos, LAO
4.20844, 2005, Feb Average, Laos, LAO
52.97, 2005, Mar Average, Laos, LAO
73.9125, 2005, Apr Average, Laos, LAO
161.665, 2005, May Average, Laos, LAO
289.119, 2005, Jun Average, Laos, LAO
366.885, 2005, Jul Average, Laos, LAO
352.151, 2005, Aug Average, Laos, LAO
316.266, 2005, Sep Average, Laos, LAO
59.2783, 2005, Oct Average, Laos, LAO
146.744, 2005, Nov Average, Laos, LAO
45.2398, 2005, Dec Average, Laos, LAO
2.32518, 2006, Jan Average, Laos, LAO
19.7323, 2006, Feb Average, Laos, LAO
61.2508, 2006, Mar Average, Laos, LAO
130.419, 2006, Apr Average, Laos, LAO
172.83, 2006, May Average, Laos, LAO
159.698, 2006, Jun Average, Laos, LAO
383.907, 2006, Jul Average, Laos, LAO
372.485, 2006, Aug Average, Laos, LAO
145.967, 2006, Sep Average, Laos, LAO
303.333, 2006, Oct Average, Laos, LAO
117.606, 2006, Nov Average, Laos, LAO
0.61028, 2006, Dec Average, Laos, LAO
5.12884, 2007, Jan Average, Laos, LAO
19.3033, 2007, Feb Average, Laos, LAO
39.7917, 2007, Mar Average, Laos, LAO
103.11, 2007, Apr Average, Laos, LAO
204.883, 2007, May Average, Laos, LAO
218.084, 2007, Jun Average, Laos, LAO
224.394, 2007, Jul Average, Laos, LAO
340.322, 2007, Aug Average, Laos, LAO
242.771, 2007, Sep Average, Laos, LAO
341.292, 2007, Oct Average, Laos, LAO
60.3305, 2007, Nov Average, Laos, LAO
7.63359, 2007, Dec Average, Laos, LAO
31.6597, 2008, Jan Average, Laos, LAO
30.0518, 2008, Feb Average, Laos, LAO
82.8487, 2008, Mar Average, Laos, LAO
119.86, 2008, Apr Average, Laos, LAO
207.901, 2008, May Average, Laos, LAO
300.254, 2008, Jun Average, Laos, LAO
302.148, 2008, Jul Average, Laos, LAO
308.514, 2008, Aug Average, Laos, LAO
282.483, 2008, Sep Average, Laos, LAO
178.888, 2008, Oct Average, Laos, LAO
181.346, 2008, Nov Average, Laos, LAO
55.212, 2008, Dec Average, Laos, LAO
1.76959, 2009, Jan Average, Laos, LAO
5.28221, 2009, Feb Average, Laos, LAO
58.0391, 2009, Mar Average, Laos, LAO
114.832, 2009, Apr Average, Laos, LAO
237.134, 2009, May Average, Laos, LAO
221.535, 2009, Jun Average, Laos, LAO
342.552, 2009, Jul Average, Laos, LAO
246.231, 2009, Aug Average, Laos, LAO
226.622, 2009, Sep Average, Laos, LAO
93.821, 2009, Oct Average, Laos, LAO
49.8114, 2009, Nov Average, Laos, LAO
3.64322, 2009, Dec Average, Laos, LAO
94.0776, 2010, Jan Average, Laos, LAO
16.5713, 2010, Feb Average, Laos, LAO
20.7261, 2010, Mar Average, Laos, LAO
100.707, 2010, Apr Average, Laos, LAO
135.877, 2010, May Average, Laos, LAO
207.274, 2010, Jun Average, Laos, LAO
269.256, 2010, Jul Average, Laos, LAO
458.839, 2010, Aug Average, Laos, LAO
205.796, 2010, Sep Average, Laos, LAO
176.066, 2010, Oct Average, Laos, LAO
9.78182, 2010, Nov Average, Laos, LAO
28.6046, 2010, Dec Average, Laos, LAO
22.6963, 2011, Jan Average, Laos, LAO
15.2323, 2011, Feb Average, Laos, LAO
73.9347, 2011, Mar Average, Laos, LAO
115.125, 2011, Apr Average, Laos, LAO
203.199, 2011, May Average, Laos, LAO
331.892, 2011, Jun Average, Laos, LAO
336.603, 2011, Jul Average, Laos, LAO
417.475, 2011, Aug Average, Laos, LAO
355.588, 2011, Sep Average, Laos, LAO
219.323, 2011, Oct Average, Laos, LAO
90.0019, 2011, Nov Average, Laos, LAO
9.51178, 2011, Dec Average, Laos, LAO
44.5482, 2012, Jan Average, Laos, LAO
5.99526, 2012, Feb Average, Laos, LAO
49.4188, 2012, Mar Average, Laos, LAO
78.5495, 2012, Apr Average, Laos, LAO
214.74, 2012, May Average, Laos, LAO
242.836, 2012, Jun Average, Laos, LAO
281.521, 2012, Jul Average, Laos, LAO
308.516, 2012, Aug Average, Laos, LAO
207.236, 2012, Sep Average, Laos, LAO
168.073, 2012, Oct Average, Laos, LAO
316.224, 2012, Nov Average, Laos, LAO
8.86095, 2012, Dec Average, Laos, LAO
85.4435, 2013, Jan Average, Laos, LAO
39.7885, 2013, Feb Average, Laos, LAO
70.9901, 2013, Mar Average, Laos, LAO
52.8219, 2013, Apr Average, Laos, LAO
143.374, 2013, May Average, Laos, LAO
209.481, 2013, Jun Average, Laos, LAO
335.178, 2013, Jul Average, Laos, LAO
322.841, 2013, Aug Average, Laos, LAO
292.64, 2013, Sep Average, Laos, LAO
163.109, 2013, Oct Average, Laos, LAO
86.4781, 2013, Nov Average, Laos, LAO
350.759, 2013, Dec Average, Laos, LAO
2.98425, 2014, Jan Average, Laos, LAO
2.49847, 2014, Feb Average, Laos, LAO
22.2462, 2014, Mar Average, Laos, LAO
76.6937, 2014, Apr Average, Laos, LAO
95.3921, 2014, May Average, Laos, LAO
270.897, 2014, Jun Average, Laos, LAO
330.029, 2014, Jul Average, Laos, LAO
319.393, 2014, Aug Average, Laos, LAO
183.488, 2014, Sep Average, Laos, LAO
73.707, 2014, Oct Average, Laos, LAO
71.7731, 2014, Nov Average, Laos, LAO
0.31124, 2014, Dec Average, Laos, LAO
33.9601, 2015, Jan Average, Laos, LAO
22.4273, 2015, Feb Average, Laos, LAO
51.437, 2015, Mar Average, Laos, LAO
79.9168, 2015, Apr Average, Laos, LAO
68.8738, 2015, May Average, Laos, LAO
175.614, 2015, Jun Average, Laos, LAO
284.268, 2015, Jul Average, Laos, LAO
323.428, 2015, Aug Average, Laos, LAO
218.407, 2015, Sep Average, Laos, LAO
151.349, 2015, Oct Average, Laos, LAO
71.1964, 2015, Nov Average, Laos, LAO
18.1844, 2015, Dec Average, Laos, LAO
109.242, 2016, Jan Average, Laos, LAO
8.3353, 2016, Feb Average, Laos, LAO
21.8485, 2016, Mar Average, Laos, LAO
72.2656, 2016, Apr Average, Laos, LAO
200.737, 2016, May Average, Laos, LAO
262.456, 2016, Jun Average, Laos, LAO
286.899, 2016, Jul Average, Laos, LAO
293.882, 2016, Aug Average, Laos, LAO
315.577, 2016, Sep Average, Laos, LAO
123.788, 2016, Oct Average, Laos, LAO
205.854, 2016, Nov Average, Laos, LAO
59.7869, 2016, Dec Average, Laos, LAO
